id,conference_id,type,title,abstract,talk_category_id,talk_difficulty_id,track_id,conference_day_id,start_time,end_time,movie_url,show_on_timetable,video_published,document_url,talk_time_id
1301,15,Intermission,Opening,intermission,,,62,37,10:00,10:10,http://,0,0,,
1302,15,KeynoteSession,"Keynote1: クラウドネイティブの未来と日本の役割",クラウドネイティブ技術の進化と、日本企業が果たすべき役割について考察します。CNCFの最新動向や、日本企業のクラウドネイティブ導入事例を交えながら、今後の展望を語ります。,,78,62,37,10:10,10:35,http://,1,0,,
1303,15,KeynoteSession,"Keynote2: 生成AI時代のクラウドネイティブ",生成AIの台頭により、クラウドネイティブ技術の活用方法が大きく変化しています。AI/MLワークロードの最適化や、新しい開発パラダイムについて解説します。,,79,62,37,10:35,11:00,http://,1,0,,
1304,15,Session,"Kubernetes Gateway APIで実現する次世代トラフィック管理",Kubernetes Gateway APIの設計思想と実装方法について解説します。従来のIngressとの違いや、HTTPRoute・GRPCRouteを活用した高度なトラフィック制御の実践例を紹介します。,,80,62,37,11:10,11:40,http://,1,0,,
1305,15,Session,"OpenTelemetryで始めるオブザーバビリティ入門",OpenTelemetryを活用したオブザーバビリティ基盤の構築方法を解説します。トレース・メトリクス・ログの統合収集と、実運用での活用パターンについて紹介します。,,78,63,37,11:10,11:40,http://,1,0,,
1306,15,Session,"WebAssemblyがクラウドネイティブにもたらす革新",WebAssemblyのクラウドネイティブ領域での活用可能性について解説します。コンテナとの比較や、WasmEdge・Spinなどのランタイムの実践的な使い方を紹介します。,,79,64,37,11:10,11:40,http://,1,0,,
1307,15,Session,"クラウドネイティブ時代のデータベース選択戦略",クラウドネイティブ環境に最適なデータベースの選び方を解説します。NewSQL・NoSQL・マネージドサービスの比較と、ワークロードに応じた選定基準を紹介します。,,78,62,37,12:00,12:30,http://,1,0,,
1308,15,Session,"マネージドKubernetesサービスの最前線",主要クラウドプロバイダーのマネージドKubernetesサービスの最新動向を比較します。EKS・GKE・AKSそれぞれの強みと、選定のポイントを解説します。,,79,63,37,12:00,12:30,http://,1,0,,
1309,15,Session,"AIワークロードのためのクラウドインフラ最適化",AI/MLワークロードを効率的に実行するためのクラウドインフラ設計について解説します。GPUクラスタの管理やコスト最適化の手法を紹介します。,,80,64,37,12:00,12:30,http://,1,0,,
1310,15,Session,"Platform Engineeringの実践と組織変革",Platform Engineeringの概念と実践的な導入方法を解説します。内部開発者プラットフォームの構築事例と、組織文化の変革について紹介します。,,78,62,37,12:50,13:20,http://,1,0,,
1311,15,Session,"eBPFで実現するカーネルレベルの可観測性",eBPFを活用したLinuxカーネルレベルの可観測性ツールの設計と実装について解説します。ネットワーク監視やセキュリティ監視への応用例を紹介します。,,79,63,37,12:50,13:20,http://,1,0,,
1312,15,Session,"ArgoCDとCrossplaneで構築するGitOpsプラットフォーム",ArgoCDによるアプリケーションデリバリーとCrossplaneによるインフラ管理を組み合わせた統合GitOpsプラットフォームの構築方法を解説します。,,80,64,37,12:50,13:20,http://,1,0,,
1313,15,Session,"エンタープライズKubernetesプラットフォームの構築事例",大規模企業でのKubernetesプラットフォーム構築の実践事例を紹介します。マルチテナント環境の設計やガバナンスの実装について解説します。,,78,62,37,13:40,14:10,http://,1,0,,
1314,15,Session,"クラウドネイティブセキュリティの最新ソリューション",クラウドネイティブ環境におけるセキュリティの最新動向と実践的なソリューションを紹介します。シフトレフトセキュリティとランタイム保護の両立について解説します。,,79,63,37,13:40,14:10,http://,1,0,,
1315,15,Session,"SREプラクティスで実現する信頼性エンジニアリング",SREの基本原則と実践的な導入方法について解説します。SLI/SLOの設計からインシデント管理まで、信頼性向上のための具体的な手法を紹介します。,,80,64,37,13:40,14:10,http://,1,0,,
1316,15,Session,"KubernetesのマルチクラスタFederation戦略",複数のKubernetesクラスタを統合管理するためのFederation戦略について解説します。グローバル分散環境での設計パターンと運用ノウハウを紹介します。,,80,62,37,14:30,15:00,http://,1,0,,
1317,15,Session,"Ciliumで実現するクラウドネイティブネットワーキング",eBPFベースのネットワーキングソリューションCiliumの特徴と導入方法について解説します。ネットワークポリシーの実装やサービスメッシュとの統合について紹介します。,,78,63,37,14:30,15:00,http://,1,0,,
1318,15,Session,"KubeVirtによる仮想マシンとコンテナの統合管理",KubeVirtを活用して仮想マシンとコンテナをKubernetes上で統合管理する方法について解説します。レガシーワークロードの移行戦略と実践例を紹介します。,,79,64,37,14:30,15:00,http://,1,0,,
1319,15,Session,"FinOpsで実現するクラウドコスト最適化",FinOpsのフレームワークを活用したクラウドコスト最適化の手法について解説します。コスト可視化ツールの導入と、組織的なコスト管理の実践例を紹介します。,,80,62,37,15:20,15:50,http://,1,0,,
1320,15,Session,"サービスメッシュの進化と未来",サービスメッシュ技術の進化の歴史と最新動向について解説します。Istio・Linkerd・Cilium Service Meshの比較と、今後の展望を紹介します。,,78,63,37,15:20,15:50,http://,1,0,,
1321,15,Session,"クラウドネイティブCI/CDの最新トレンド",クラウドネイティブ環境でのCI/CDパイプラインの最新トレンドについて解説します。Tekton・Dagger・GitHub Actionsの活用事例を紹介します。,,79,64,37,15:20,15:50,http://,1,0,,
